収支区分,発生日,勘定科目,金額,税区分,備考,品目,決済状況,決済口座,決済金額,決済日
支出,2024-09-04,通信費,2703,,TANA.INC,,完了,NTTファイナンスBizカード,2703.0,2024-09-04
支出,2024-09-05,通信費,1848,,マネーフォワードクラウド,,完了,NTTファイナンスBizカード,1848.0,2024-09-05
支出,2024-09-06,通信費,1850,,NewsPicks,,完了,NTTファイナンスBizカード,1850.0,2024-09-06
支出,2024-09-10,通信費,1716,,マイクロソフト,,完了,NTTファイナンスBizカード,1716.0,2024-09-10
支出,2024-09-21,通信費,735,,OBSIDIAN.MD,,完了,NTTファイナンスBizカード,735.0,2024-09-21
支出,2024-09-23,通信費,10035,,SELLERSPRITE.COM,,完了,NTTファイナンスBizカード,10035.0,2024-09-23
支出,2024-09-28,通信費,608,,TickTick（PAYPAL）,,完了,NTTファイナンスBizカード,608.0,2024-09-28
支出,2024-09-30,通信費,880,,まぐまぐ!,,完了,NTTファイナンスBizカード,880.0,2024-09-30
支出,2024-10-03,通信費,1628,,freee,,完了,NTTファイナンスBizカード,1628.0,2024-10-03
支出,2024-10-04,通信費,2690,,TANA.INC,,完了,NTTファイナンスBizカード,2690.0,2024-10-04
支出,2024-10-05,通信費,1848,,マネーフォワードクラウド,,完了,NTTファイナンスBizカード,1848.0,2024-10-05
支出,2024-10-06,通信費,1850,,NewsPicks,,完了,NTTファイナンスBizカード,1850.0,2024-10-06
支出,2024-10-08,通信費,1399,,VedtorizerAI,,完了,NTTファイナンスBizカード,1399.0,2024-10-08
支出,2024-10-10,通信費,1716,,Microsoft365,,完了,NTTファイナンスBizカード,1716.0,2024-10-10
支出,2024-10-28,通信費,633,,TickTick（PAYPAL）,,完了,NTTファイナンスBizカード,633.0,2024-10-28
支出,2024-10-31,通信費,880,,まぐまぐ!,,完了,NTTファイナンスBizカード,880.0,2024-10-31
支出,2024-11-05,通信費,1848,,マネーフォワードクラウド,,完了,NTTファイナンスBizカード,1848.0,2024-11-05
支出,2024-11-07,通信費,3300,,ISTOCK.COM,,完了,NTTファイナンスBizカード,3300.0,2024-11-07
支出,2024-11-10,通信費,1716,,Microsoft365,,完了,NTTファイナンスBizカード,1716.0,2024-11-10
支出,2024-11-13,通信費,1628,,freee,,完了,NTTファイナンスBizカード,1628.0,2024-11-13
支出,2024-12-01,通信費,548,,Google Cloud,,完了,NTTファイナンスBizカード,548.0,2024-12-01
支出,2024-12-05,通信費,1848,,マネーフォワードクラウド,,完了,NTTファイナンスBizカード,1848.0,2024-12-05
支出,2024-12-07,通信費,3300,,ISTOCK.COM,,完了,NTTファイナンスBizカード,3300.0,2024-12-07
支出,2024-12-09,通信費,2061,,Microsoft365,,完了,NTTファイナンスBizカード,2061.0,2024-12-09
支出,2024-12-13,通信費,1958,,freee,,完了,NTTファイナンスBizカード,1958.0,2024-12-13
支出,2024-12-22,通信費,9240,,ChatWorks年会費,,完了,NTTファイナンスBizカード,9240.0,2024-12-22
支出,2024-08-12,広告宣伝費,19099,,支出 広告費用,,未決済,,,
支出,2024-09-09,広告宣伝費,33564,,支出 広告費用,,未決済,,,
支出,2024-10-07,広告宣伝費,27627,,支出 広告費用,,未決済,,,
支出,2024-11-04,広告宣伝費,37014,,支出 広告費用,,未決済,,,
支出,2024-12-02,広告宣伝費,42557,,支出 広告費用,,未決済,,,
支出,2024-01-02,外注費,5500,,代行会社ESPRIM,,完了,NTTファイナンスBizカード,5500.0,2024-01-02
支出,2024-01-29,外注費,9900,,ASC subscription,,完了,NTTファイナンスBizカード,9900.0,2024-01-29
支出,2024-02-07,外注費,5500,,代行会社ESPRIM,,完了,NTTファイナンスBizカード,5500.0,2024-02-07
支出,2024-02-29,外注費,9900,,ASC subscription,,完了,NTTファイナンスBizカード,9900.0,2024-02-29
支出,2024-03-02,外注費,5500,,代行会社ESPRIM,,完了,NTTファイナンスBizカード,5500.0,2024-03-02
支出,2024-03-29,外注費,9900,,ASC subscription,,完了,NTTファイナンスBizカード,9900.0,2024-03-29
支出,2024-04-02,外注費,5500,,代行会社ESPRIM,,完了,NTTファイナンスBizカード,5500.0,2024-04-02
支出,2024-04-29,外注費,9900,,ASC subscription,,完了,NTTファイナンスBizカード,9900.0,2024-04-29
支出,2024-05-02,外注費,5500,,代行会社ESPRIM,,完了,NTTファイナンスBizカード,5500.0,2024-05-02
支出,2024-05-11,外注費,13926,,Lancers,,完了,NTTファイナンスBizカード,13926.0,2024-05-11
支出,2024-05-29,外注費,9900,,ASC subscription,,完了,NTTファイナンスBizカード,9900.0,2024-05-29
支出,2024-06-02,外注費,5500,,代行会社ESPRIM,,完了,NTTファイナンスBizカード,5500.0,2024-06-02
支出,2024-06-29,外注費,9900,,ASC subscription,,完了,NTTファイナンスBizカード,9900.0,2024-06-29
支出,2024-07-02,外注費,5500,,代行会社ESPRIM,,完了,NTTファイナンスBizカード,5500.0,2024-07-02
支出,2024-07-03,外注費,40617,,Lancers（お食事エプロンPU袖なし 商品ページ作成）,,完了,NTTファイナンスBizカード,40617.0,2024-07-03
支出,2024-07-29,外注費,9900,,ASC subscription,,完了,NTTファイナンスBizカード,9900.0,2024-07-29
支出,2024-08-02,外注費,5500,,代行会社ESPRIM,,完了,NTTファイナンスBizカード,5500.0,2024-08-02
支出,2024-08-29,外注費,9900,,ASC subscription,,完了,NTTファイナンスBizカード,9900.0,2024-08-29
支出,2024-09-02,外注費,5500,,代行会社ESPRIM,,完了,NTTファイナンスBizカード,5500.0,2024-09-02
支出,2024-09-29,外注費,9900,,ASC subscription,,完了,NTTファイナンスBizカード,9900.0,2024-09-29
支出,2024-10-02,外注費,5500,,代行会社ESPRIM,,完了,NTTファイナンスBizカード,5500.0,2024-10-02
支出,2024-10-29,外注費,9900,,ASC subscription,,完了,NTTファイナンスBizカード,9900.0,2024-10-29
支出,2024-11-02,外注費,5500,,代行会社ESPRIM,,完了,NTTファイナンスBizカード,5500.0,2024-11-02
支出,2024-11-29,外注費,9900,,ASC subscription,,完了,NTTファイナンスBizカード,9900.0,2024-11-29
支出,2024-12-02,外注費,5500,,代行会社ESPRIM,,完了,NTTファイナンスBizカード,5500.0,2024-12-02
支出,2024-12-29,外注費,9900,,ASC subscription,,完了,NTTファイナンスBizカード,9900.0,2024-12-29
支出,2024-08-15,支払手数料,150,,振込手数料(内消費税 ￥13),,完了,楽天銀行（個人ビジネス） 239 スネア支店 普通 ***8237,150.0,2024-08-15
支出,2024-08-15,支払手数料,150,,振込手数料(内消費税 ￥13),,完了,楽天銀行（個人ビジネス） 239 スネア支店 普通 ***8237,150.0,2024-08-15
支出,2024-09-26,支払手数料,4000,,手数料2%,,完了,ESPRIME,4000.0,2024-09-26
支出,2024-09-26,支払手数料,52,,振込手数料(内消費税 ￥4),,完了,楽天銀行（個人ビジネス） 239 スネア支店 普通 ***8237,52.0,2024-09-26
支出,2024-09-28,支払手数料,150,,振込手数料(内消費税 ￥13),,完了,楽天銀行（個人ビジネス） 239 スネア支店 普通 ***8237,150.0,2024-09-28
支出,2024-09-28,支払手数料,150,,振込手数料(内消費税 ￥13),,完了,楽天銀行（個人ビジネス） 239 スネア支店 普通 ***8237,150.0,2024-09-28
支出,2024-11-01,支払手数料,150,,振込手数料(内消費税 ￥13),,完了,楽天銀行（個人ビジネス） 239 スネア支店 普通 ***8237,150.0,2024-11-01
支出,2024-11-26,支払手数料,52,,振込手数料(内消費税 ￥4),,完了,楽天銀行（個人ビジネス） 239 スネア支店 普通 ***8237,52.0,2024-11-26
支出,2024-11-26,支払手数料,6000,,手数料2%,,完了,ESPRIME,6000.0,2024-11-26
支出,2024-12-04,支払手数料,150,,振込手数料(内消費税 ￥13),,完了,楽天銀行（個人ビジネス） 239 スネア支店 普通 ***8237,150.0,2024-12-04
支出,2024-12-04,支払手数料,150,,振込手数料(内消費税 ￥13),,完了,楽天銀行（個人ビジネス） 239 スネア支店 普通 ***8237,150.0,2024-12-04
支出,2024-03-12,研究開発費,4435,,発注書PO-0008食事エプロンOEM,,完了,ESPRIME,4435.0,2024-03-12
支出,2024-04-18,研究開発費,371,,発注書PO-0008 洗濯タグ（pu）を工場に発送する国内送料,,完了,ESPRIME,371.0,2024-04-18
支出,2024-05-04,研究開発費,6600,,株式会社クラウドワ-クス,,完了,NTTファイナンスBizカード,6600.0,2024-05-04
支出,2024-05-13,研究開発費,3796,,OCS   PO-0008とPO-0009サンプル　合計1箱　2024.4.3,,完了,ESPRIME,3796.0,2024-05-13
支出,2024-05-30,研究開発費,1980,,ヒップシート,,完了,NTTファイナンスBizカード,1980.0,2024-05-30
支出,2024-08-23,研究開発費,4456,,お食事エプロンの写真6枚,,完了,ESPRIME,4456.0,2024-08-23
支出,2024-08-28,研究開発費,495,,お食事エプロンの写真6枚　往復国内送料,,完了,ESPRIME,495.0,2024-08-28
支出,2024-09-27,研究開発費,4971,,PO-0018マザーズバッグのサンプル,,完了,ESPRIME,4971.0,2024-09-27
支出,2024-11-20,研究開発費,5147,,OCS PO-0018_発注書_マザーズリュック サンプル 2024.10.23,,完了,ESPRIME,5147.0,2024-11-20
支出,2024-01-01,雑費,21,,残高差額調整,,完了,ESPRIME,21.0,2024-01-01
支出,2024-03-03,雑費,1999,,AMAZON.CO.JP,,完了,NTTファイナンスBizカード,1999.0,2024-03-03
支出,2024-03-05,雑費,1800,,UDEMY,,完了,NTTファイナンスBizカード,1800.0,2024-03-05
支出,2024-03-12,雑費,805,,発注書PO-0009パッケージ箱　工場1(-39元×20.63円/元),,完了,ESPRIME,805.0,2024-03-12
支出,2024-03-12,雑費,132,,発注書PO-0009パッケージ箱　工場2,,完了,ESPRIME,132.0,2024-03-12
支出,2024-03-12,雑費,165,,発注書PO-0009パッケージ箱　工場3,,完了,ESPRIME,165.0,2024-03-12
支出,2024-03-12,雑費,1692,,発注書PO-0009パッケージ箱　工場4,,完了,ESPRIME,1692.0,2024-03-12
支出,2024-03-12,雑費,149,,発注書PO-0009パッケージ箱　工場5,,完了,ESPRIME,149.0,2024-03-12
支出,2024-03-25,雑費,1210,,AMAZON.CO.JP,,完了,NTTファイナンスBizカード,1210.0,2024-03-25
支出,2024-04-22,雑費,1368,,AMAZON.CO.JP,,完了,NTTファイナンスBizカード,1368.0,2024-04-22
支出,2024-05-07,雑費,1980,,AMAZON.CO.JP,,完了,NTTファイナンスBizカード,1980.0,2024-05-07
支出,2024-05-23,雑費,21249,,PO-0010 パッケージ箱OEM,,完了,ESPRIME,21249.0,2024-05-23
支出,2024-05-26,雑費,1780,,AMAZON.CO.JP,,完了,NTTファイナンスBizカード,1780.0,2024-05-26
支出,2024-05-28,雑費,1499,,AMAZON.CO.JP,,完了,NTTファイナンスBizカード,1499.0,2024-05-28
支出,2024-05-29,雑費,9672,,AMAZON.CO.JP,,完了,NTTファイナンスBizカード,9672.0,2024-05-29
支出,2024-06-14,雑費,1032,,PO-0011の13個とPO-0010の検品梱包2ｈ(-50元×20.63円/元),,完了,ESPRIME,1032.0,2024-06-14
支出,2024-06-25,雑費,1980,,AMAZON.CO.JP,,完了,NTTファイナンスBizカード,1980.0,2024-06-25
支出,2024-07-08,雑費,1628,,AMAZON.CO.JP,,完了,NTTファイナンスBizカード,1628.0,2024-07-08
支出,2024-07-18,雑費,9118,,OCS PO-0010の500個 2024.6.17,,完了,ESPRIME,9118.0,2024-07-18
支出,2024-07-28,雑費,643,,TickTick（PAYPAL）,,完了,NTTファイナンスBizカード,643.0,2024-07-28
支出,2024-08-06,雑費,1320,,AMAZON.CO.JP,,完了,NTTファイナンスBizカード,1320.0,2024-08-06
支出,2024-08-11,雑費,2580,,AMAZON.CO.JP,,完了,NTTファイナンスBizカード,2580.0,2024-08-11
支出,2024-08-12,雑費,1650,,AMAZON.CO.JP,,完了,NTTファイナンスBizカード,1650.0,2024-08-12
支出,2024-08-14,雑費,6770,,AMAZON.CO.JP,,完了,NTTファイナンスBizカード,6770.0,2024-08-14
支出,2024-08-24,雑費,2173,,AMAZON.CO.JP,,完了,NTTファイナンスBizカード,2173.0,2024-08-24
支出,2024-09-27,雑費,24750,,PLAUD NOTE,,完了,NTTファイナンスBizカード,24750.0,2024-09-27
